Date,Open,High,Low,Close,Volume
2022-10-20,12.098464887612495,12.753677855723843,12.090474113843351,12.179368019104004,652398000
2022-10-21,12.083480915950764,12.48300145251029,11.87273464494729,12.45103931427002,609494000
2022-10-22,12.083480915950764,12.48300145251029,11.87273464494729,12.45103931427002,609494000
2022-10-23,12.083480915950764,12.48300145251029,11.87273464494729,12.45103931427002,609494000
2022-10-24,12.492991919760396,12.694749202983306,12.049524435219746,12.583882331848145,517457000
2022-10-25,12.678767625696969,13.284040381036611,12.648802939445655,13.245086669921877,505482000
2022-10-26,12.853557561264791,13.37193385912893,12.692750510711289,12.88052463531494,532953000
2022-10-27,13.61364336887796,13.821393940388155,13.10625262326881,13.16018772125244,583113000
2022-10-28,13.088277278813628,13.833382481522154,13.045328651305216,13.817400932312012,521040000
2022-10-29,13.088277278813628,13.833382481522154,13.045328651305216,13.817400932312012,521040000
2022-10-30,13.088277278813628,13.833382481522154,13.045328651305216,13.817400932312012,521040000
2022-10-31,13.761467403476034,13.821395827490084,13.281044617529185,13.480804443359377,486341000
2022-11-01,13.79442865250546,13.908292188915963,13.50277919348561,13.526750564575195,432817000
2022-11-02,13.83337973273272,14.192947372971393,13.19514662360441,13.203136444091797,672628000
2022-11-03,13.02734725449193,13.764461493350186,12.940451770290125,13.404892921447754,500065000
2022-11-04,13.969217209960792,14.211925646505437,13.680563492193205,14.139013290405272,612576000
2022-11-05,13.969217209960792,14.211925646505437,13.680563492193205,14.139013290405272,612576000
2022-11-06,13.969217209960792,14.211925646505437,13.680563492193205,14.139013290405272,612576000
2022-11-07,14.210924969876425,14.39470417066261,13.937254576285332,14.28383731842041,410061000
2022-11-08,14.783239957975878,14.873132119599749,14.198941859950729,14.584479331970217,595292000
2022-11-09,14.145004537709626,14.193946474225571,13.742488281405496,13.75946807861328,454414000
2022-11-10,14.782241164084551,15.754073201357338,14.52954448835347,15.731101036071776,700819000
2022-11-11,15.788030024219726,16.36933133932197,15.46342025041473,16.307405471801758,655487000
2022-11-12,15.788030024219726,16.36933133932197,15.46342025041473,16.307405471801758,655487000
2022-11-13,15.788030024219726,16.36933133932197,15.46342025041473,16.307405471801758,655487000
2022-11-14,16.198542470724878,16.520156646312937,15.902897123863864,16.275449752807617,527852000
2022-11-15,16.701936287889954,16.97760420057241,16.36234408331265,16.64600372314453,545876000
2022-11-16,16.142606655252838,16.342365517165717,15.853952937545785,15.890908241271973,649547000
2022-11-17,15.696141417442774,16.24648078605214,15.516357121051492,15.65818691253662,710894000
2022-11-18,15.946841401381178,15.982799407628512,15.101856830467838,15.390510559082031,492072000
2022-11-19,15.946841401381178,15.982799407628512,15.101856830467838,15.390510559082031,492072000
2022-11-20,15.946841401381178,15.982799407628512,15.101856830467838,15.390510559082031,492072000
2022-11-21,15.128825088274038,15.45842903768916,15.061905094440672,15.29862117767334,404739000
2022-11-22,15.309606900976542,16.038731416885003,15.1038537674951,16.018754959106445,472866000
2022-11-23,16.07868356360315,16.507169659451346,16.028744320687604,16.499177932739258,427241000
2022-11-24,16.07868356360315,16.507169659451346,16.028744320687604,16.499177932739258,427241000
2022-11-25,16.298421486545415,16.467217430103638,16.15259675746312,16.250478744506836,167934000
2022-11-26,16.298421486545415,16.467217430103638,16.15259675746312,16.250478744506836,167934000
2022-11-27,16.298421486545415,16.467217430103638,16.15259675746312,16.250478744506836,167934000
2022-11-28,16.006768811275037,16.33737291090951,15.70613130428347,15.808008193969728,303741000
2022-11-29,15.808007666207146,15.91288216418634,15.501376850924103,15.620233535766602,298384000
2022-11-30,15.682172142966332,16.914008204103585,15.582267174764992,16.907014846801758,565298000
2022-12-01,16.98294514663755,17.24869275346434,16.619288621222157,17.118816375732422,470977000
2022-12-02,16.64326376124416,16.917005099589588,16.42946521138735,16.860057830810547,371389000
2022-12-03,16.64326376124416,16.917005099589588,16.42946521138735,16.860057830810547,371389000
2022-12-04,16.64326376124416,16.917005099589588,16.42946521138735,16.860057830810547,371389000
2022-12-05,16.663247742100303,16.978949268719298,16.456442519339436,16.59431266784668,352255000
2022-12-06,16.514389290224578,16.557347948087997,15.804060336485716,15.971901893615724,352694000
2022-12-07,15.75710452343126,16.17071403382129,15.652203194730877,16.10477638244629,372388000
2022-12-08,16.257630719193045,17.1627751311084,15.943926212713349,17.15278434753418,515456000
2022-12-09,17.1437916984956,17.56639249733036,16.95896697025253,16.984941482543945,465338000
2022-12-10,17.1437916984956,17.56639249733036,16.95896697025253,16.984941482543945,465338000
2022-12-11,17.1437916984956,17.56639249733036,16.95896697025253,16.984941482543945,465338000
2022-12-12,17.020911352868033,17.52143767261398,16.781138231333195,17.51844024658203,457328000
2022-12-13,18.51349970864757,18.77225588997496,17.69427441056782,18.054933547973636,656589000
2022-12-14,17.970012708973496,18.23476374050765,17.40354874404559,17.65730857849121,496888000
2022-12-15,17.129804471678664,17.303639904704802,16.684226599412334,16.93598747253418,478542000
2022-12-16,16.848073812047673,17.02490669744335,16.39450210101548,16.555349349975586,478232000
2022-12-17,16.848073812047673,17.02490669744335,16.39450210101548,16.555349349975586,478232000
2022-12-18,16.848073812047673,17.02490669744335,16.39450210101548,16.555349349975586,478232000
2022-12-19,16.556345951202715,16.59330974953357,16.129749266177107,16.238645553588867,354039000
2022-12-20,16.04882888311095,16.29459685874467,15.837030148164454,16.069808959960938,403260000
2022-12-21,16.098782752226374,16.611298778563597,16.086793048040942,16.485416412353516,325025000
2022-12-22,16.07880051974723,16.122759590703474,14.867945252019002,15.32451343536377,565045000
2022-12-23,15.181648162416543,15.324512754745044,14.868944051199282,15.191638946533203,349326000
2022-12-24,15.181648162416543,15.324512754745044,14.868944051199282,15.191638946533203,349326000
2022-12-25,15.181648162416543,15.324512754745044,14.868944051199282,15.191638946533203,349326000
2022-12-26,15.181648162416543,15.324512754745044,14.868944051199282,15.191638946533203,349326000
2022-12-27,15.059764142824474,15.085739610722165,14.042724962145323,14.107664108276367,464902000
2022-12-28,13.913846916256627,14.248530569045922,13.870887305866372,14.022744178771973,351066000
2022-12-29,14.388397285718924,14.669131056823309,14.213562388158012,14.58920669555664,354923000
2022-12-30,14.320460623087508,14.615182060530334,14.219556189137291,14.600196838378906,310490000
2022-12-31,14.320460623087508,14.615182060530334,14.219556189137291,14.600196838378906,310490000
2023-01-01,14.320460623087508,14.615182060530334,14.219556189137291,14.600196838378906,310490000
2023-01-02,14.320460623087508,14.615182060530334,14.219556189137291,14.600196838378906,310490000
2023-01-03,14.836973349478152,14.981836857108386,14.082686318071689,14.30147933959961,401277000
2023-01-04,14.55324290716645,14.83897209953886,14.227550577248294,14.73507022857666,431324000
2023-01-05,14.477315142006631,14.550246156419025,14.13463865328627,14.2515287399292,389168000
2023-01-06,14.460329337176836,14.99582333867336,14.020745334784726,14.844965934753418,405044000
2023-01-07,14.460329337176836,14.99582333867336,14.020745334784726,14.844965934753418,405044000
2023-01-08,14.460329337176836,14.99582333867336,14.020745334784726,14.844965934753418,405044000
2023-01-09,15.269566206043953,16.040836489954398,15.126700652910513,15.613241195678713,504231000
2023-01-10,15.492354496985383,15.946924699347406,15.45738770492271,15.893975257873535,384101000
2023-01-11,15.825040282936422,16.012862454530836,15.548301464922972,15.98588752746582,353285000
2023-01-12,16.084794083982377,16.621285642542368,15.477367579612611,16.495405197143555,551409000
2023-01-13,16.26262570419307,16.906018468034198,16.149733466553787,16.883039474487305,447287000
2023-01-14,16.26262570419307,16.906018468034198,16.149733466553787,16.883039474487305,447287000
2023-01-15,16.26262570419307,16.906018468034198,16.149733466553787,16.883039474487305,447287000
2023-01-16,16.26262570419307,16.906018468034198,16.149733466553787,16.883039474487305,447287000
2023-01-17,16.883044257913486,17.711261994871638,16.883044257913486,17.685285568237305,511102000
2023-01-18,17.650315114393536,17.856119943115402,17.265678479463602,17.3605899810791,439624000
2023-01-19,17.019908526025887,17.18075766327308,16.71519820403246,16.749164581298828,452932000
2023-01-20,16.994932235706603,17.839135325204627,16.80910900112207,17.82215118408203,564967000
2023-01-21,16.994932235706603,17.839135325204627,16.80910900112207,17.82215118408203,564967000
2023-01-22,16.994932235706603,17.839135325204627,16.80910900112207,17.82215118408203,564967000
2023-01-23,18.046939851336912,19.226826197242588,17.801173785335894,19.17487525939941,655163000
2023-01-24,18.80921539224584,19.47658556303791,18.802222035041734,19.246801376342773,496204000
2023-01-25,18.895139684298528,19.35170884974934,18.562453968698662,19.30475234985352,449537000
2023-01-26,19.68239025205657,20.146951156135547,19.25978949099925,19.78329467773437,489535000
2023-01-27,19.44361538135381,20.608514301277136,19.38667001833119,20.345762252807617,542142000
2023-01-28,19.44361538135381,20.608514301277136,19.38667001833119,20.345762252807617,542142000
2023-01-29,19.44361538135381,20.608514301277136,19.38667001833119,20.345762252807617,542142000
2023-01-30,19.931159638223047,20.12097882695284,19.13191402868899,19.143903732299805,488611000
2023-01-31,19.151894998761787,19.668406917071884,18.932103463425523,19.5185489654541,498017000
2023-02-01,19.672401413641385,21.17198313820513,19.59247705157619,20.923219680786133,660477000
2023-02-02,20.98016380231964,21.928266800569997,20.68044793879101,21.68849372863769,564276000
2023-02-03,20.980164568929723,21.724461721839603,20.769363425697847,21.08007049560547,429366000
2023-02-04,20.980164568929723,21.724461721839603,20.769363425697847,21.08007049560547,429366000
2023-02-05,20.980164568929723,21.724461721839603,20.769363425697847,21.08007049560547,429366000
2023-02-06,20.78635237038477,21.54963085392908,20.76637079932243,21.0690860748291,452197000
2023-02-07,21.36180439165593,22.237976861670436,21.13002316806091,22.15205764770508,664150000
2023-02-08,22.36585402165245,22.85639138734189,21.987212286748747,22.18402671813965,559651000
2023-02-09,22.584649646952737,22.99825818396335,22.09910861051288,22.315902709960938,523876000
2023-02-10,21.669514747583836,22.057146871352533,20.791345235745545,21.24491500854492,550737000
2023-02-11,21.669514747583836,22.057146871352533,20.791345235745545,21.24491500854492,550737000
2023-02-12,21.669514747583836,22.057146871352533,20.791345235745545,21.24491500854492,550737000
2023-02-13,21.517655957569065,22.027174455523305,20.94219981648068,21.76741981506348,474919000
2023-02-14,21.5576169213997,23.027228111755477,21.34581727953393,22.949302673339844,675474000
2023-02-15,22.52770698979425,22.8334177931228,22.085126423134952,22.742504119873047,420575000
2023-02-16,22.11209321186156,22.528699142465783,21.90628841868297,21.98121833801269,412026000
2023-02-17,21.6105722076126,21.719468521066783,20.95519159664021,21.36780166625977,465888000
2023-02-18,21.6105722076126,21.719468521066783,20.95519159664021,21.36780166625977,465888000
2023-02-19,21.6105722076126,21.719468521066783,20.95519159664021,21.36780166625977,465888000
2023-02-20,21.6105722076126,21.719468521066783,20.95519159664021,21.36780166625977,465888000
2023-02-21,20.98016385190775,21.47369671182956,20.598524711376086,20.63549041748047,410015000
2023-02-22,20.68744330030768,21.084067699872165,20.40171221844292,20.734397888183597,513184000
2023-02-23,23.41785800808453,23.865434760499443,23.00324912192329,23.641645431518555,1117995000
2023-02-24,23.203066260241904,23.451831648820107,22.92532893055436,23.26400756835937,589716000
2023-02-25,23.203066260241904,23.451831648820107,22.92532893055436,23.26400756835937,589716000
2023-02-26,23.203066260241904,23.451831648820107,22.92532893055436,23.26400756835937,589716000
2023-02-27,23.64764464547648,23.857445393658917,23.43184904576105,23.478803634643555,452994000
2023-02-28,23.349923602667985,23.80249674065105,23.184080032923845,23.19407081604004,455963000
2023-03-01,23.170098144653185,23.234038788808046,22.48674406262942,22.67656517028809,460026000
2023-03-02,22.46676069467141,23.35791648305723,22.410811925677443,23.29197883605957,389415000
2023-03-03,23.2979741211514,23.877426239059123,23.108153041245387,23.867435455322266,412393000
2023-03-04,23.2979741211514,23.877426239059123,23.108153041245387,23.867435455322266,412393000
2023-03-05,23.2979741211514,23.877426239059123,23.108153041245387,23.867435455322266,412393000
2023-03-06,23.868435128806954,24.225096378883,23.46481548162868,23.531753540039062,437429000
2023-03-07,23.58171705881991,24.10630995119504,23.222994023470918,23.26995849609375,515154000
2023-03-08,23.468803202924352,24.181252063835192,23.405852285965068,24.16226577758789,513573000
2023-03-09,24.15627067762164,24.43505576916179,23.364884429128946,23.417844772338867,501257000
2023-03-10,23.39086466695188,23.60869618678249,22.7083932455894,22.947208404541016,474866000
2023-03-11,23.39086466695188,23.60869618678249,22.7083932455894,22.947208404541016,474866000
2023-03-12,23.39086466695188,23.60869618678249,22.7083932455894,22.947208404541016,474866000
2023-03-13,22.73437106627306,23.279947517007088,22.279723706349586,22.948204040527344,421890000
2023-03-14,23.47779527575048,24.20023465879967,23.44182196451992,24.04435539245605,474910000
2023-03-15,23.742589391877125,24.267182234844768,23.341901021216625,24.209228515625,524486000
2023-03-16,24.008384707139463,25.568174187780844,23.875486426840148,25.521211624145508,583253000
2023-03-17,25.96186943353434,26.378546157950858,25.648111638967688,25.70506858825684,848547000
2023-03-18,25.96186943353434,26.378546157950858,25.648111638967688,25.70506858825684,848547000
2023-03-19,25.96186943353434,26.378546157950858,25.648111638967688,25.70506858825684,848547000
2023-03-20,25.595155259242038,26.003838794237083,25.11053038968524,25.87993431091309,432747000
2023-03-21,26.159718926782208,26.371554585822363,25.36133811736534,26.17870330810547,547408000
2023-03-22,26.40452474253013,27.567624321193616,26.21667068225775,26.447492599487305,797295000
2023-03-23,27.093993889877133,27.477697184217316,26.6693238980158,27.16993522644043,564889000
2023-03-24,27.01006060143659,27.145954928992943,26.33458366949547,26.75825500488281,454920000
2023-03-25,27.01006060143659,27.145954928992943,26.33458366949547,26.75825500488281,454920000
2023-03-26,27.01006060143659,27.145954928992943,26.33458366949547,26.75825500488281,454920000
2023-03-27,26.816211175391807,26.9790850175972,26.344576678293613,26.510448455810547,361026000
2023-03-28,26.42651170992459,26.492460563723156,25.82997409067337,26.38953971862793,356104000
2023-03-29,26.80421750216044,27.05701983815986,26.57639350981477,26.96309280395508,393694000
2023-03-30,27.20790586289893,27.477697152078605,27.08100344134713,27.361785888671875,364516000
2023-03-31,27.11897230037396,27.812434858242728,27.08399956957691,27.75547981262207,433933000
2023-04-01,27.11897230037396,27.812434858242728,27.08399956957691,27.75547981262207,433933000
2023-04-02,27.11897230037396,27.812434858242728,27.08399956957691,27.75547981262207,433933000
2023-04-03,27.487690361773616,27.978309220872813,27.31482404436849,27.943336486816406,398716000
2023-04-04,27.94433137539625,27.97830542840901,27.285841576213635,27.43172836303711,368592000
2023-04-05,26.80821442088673,26.97708220560241,26.37455065173421,26.86017417907715,515015000
2023-04-06,26.563402211324934,27.05901819761364,26.406524267417176,27.01605224609375,397654000
2023-04-07,26.563402211324934,27.05901819761364,26.406524267417176,27.01605224609375,397654000
2023-04-08,26.563402211324934,27.05901819761364,26.406524267417176,27.01605224609375,397654000
2023-04-09,26.563402211324934,27.05901819761364,26.406524267417176,27.01605224609375,397654000
2023-04-10,26.802221381808444,27.599603542510533,26.648341349553025,27.557636260986328,395279000
2023-04-11,27.702519492015774,27.76846833786709,27.10498136250291,27.14794921875,314378000
2023-04-12,27.34879605082514,27.446719698838795,26.42750948196734,26.47447395324707,446259000
2023-04-13,26.71328527901628,26.86616660994681,26.30860029990406,26.442495346069336,353615000
2023-04-14,26.48346363683986,26.86216968687569,26.199683291915303,26.737266540527344,395660000
2023-04-15,26.48346363683986,26.86216968687569,26.199683291915303,26.737266540527344,395660000
2023-04-16,26.48346363683986,26.86216968687569,26.199683291915303,26.737266540527344,395660000
2023-04-17,26.544417423730405,26.98507571258764,26.412519730546887,26.9810791015625,321471000
2023-04-18,27.511671874759656,28.08822455302959,27.33580762256849,27.645566940307617,604812000
2023-04-19,27.339800915924755,27.97830576142074,27.210901154073436,27.909358978271484,358660000
2023-04-20,27.6495622602824,28.008285294702446,26.97908256981449,27.0830020904541,427713000
2023-04-21,26.93111770046531,27.16193962505463,26.701296358072568,27.09798812866211,345103000
2023-04-22,26.93111770046531,27.16193962505463,26.701296358072568,27.09798812866211,345103000
2023-04-23,26.93111770046531,27.16193962505463,26.701296358072568,27.09798812866211,345103000
2023-04-24,26.992070732318915,27.344795961333663,26.650334754413183,27.02104759216309,339282000
2023-04-25,27.05701824520363,27.22588792391112,26.20468044143942,26.220666885375977,378527000
2023-04-26,26.98107969934481,27.30882468111703,26.68430893017137,26.93511390686035,406337000
2023-04-27,27.34180519343301,27.47370291431191,26.60437598713489,27.204910278320312,377161000
2023-04-28,27.2039067374998,27.736492814146462,27.050024820075876,27.727500915527344,292216000
2023-04-29,27.2039067374998,27.736492814146462,27.050024820075876,27.727500915527344,292216000
2023-04-30,27.2039067374998,27.736492814146462,27.050024820075876,27.727500915527344,292216000
2023-05-01,27.818429302087736,29.03548598905162,27.758476324633243,28.88759994506836,570329000
2023-05-02,28.657783731816863,28.81366302575482,28.06124606779628,28.188146591186523,402730000
2023-05-03,27.81843293372934,28.345025101870167,27.450717987161283,27.78046226501465,383387000
2023-05-04,27.62957543882547,27.83741446612487,27.2188945775801,27.540645599365234,321850000
2023-05-05,27.80443941133364,28.732718529451365,27.709513707603133,28.657777786254883,361494000
2023-05-06,27.80443941133364,28.732718529451365,27.709513707603133,28.657777786254883,361494000
2023-05-07,27.80443941133364,28.732718529451365,27.709513707603133,28.657777786254883,361494000
2023-05-08,28.499899899156308,29.19735902796808,28.32803419001098,29.1284122467041,344979000
2023-05-09,28.87661127506704,28.950553350491152,28.42795972300857,28.548864364624023,314869000
2023-05-10,28.982527268973705,29.090445302633547,28.43895001875839,28.862621307373047,369350000
2023-05-11,28.873611109189465,28.92757012348596,28.224115114379536,28.555856704711918,322149000
2023-05-12,28.506897417558207,28.75770432048088,28.024271804253868,28.318044662475582,274222000
2023-05-13,28.506897417558207,28.75770432048088,28.024271804253868,28.318044662475582,274222000
2023-05-14,28.506897417558207,28.75770432048088,28.024271804253868,28.318044662475582,274222000
2023-05-15,28.485909993610434,28.946553229870617,28.1301868465502,28.930564880371094,293926000
2023-05-16,28.81865520899866,29.8468592323244,28.809663309971143,29.19036674499512,449405000
2023-05-17,29.56107768336416,30.175600947098623,29.407197674823205,30.154617309570312,432535000
2023-05-18,30.38643668624956,31.80333721836441,30.29650627019934,31.653453826904297,748725000
2023-05-19,31.51156522552532,31.555531759478416,30.892046668425955,31.239776611328125,473908000
2023-05-20,31.51156522552532,31.555531759478416,30.892046668425955,31.239776611328125,473908000
2023-05-21,31.51156522552532,31.555531759478416,30.892046668425955,31.239776611328125,473908000
2023-05-22,30.877061253928588,31.495583125914308,30.656233689131668,31.1518497467041,372000000
2023-05-23,30.97598125468089,31.263758219517666,30.607267673626875,30.66422271728516,356253000
2023-05-24,30.186592557912466,30.583286230185735,29.78290624556208,30.514339447021484,721419000
2023-05-25,38.49315152397772,39.44941078052054,36.606613842123146,37.9505729675293,1543911000
2023-05-26,37.86064329293303,39.13965036548496,37.5209065628187,38.91582489013672,714397000
2023-05-27,37.86064329293303,39.13965036548496,37.5209065628187,38.91582489013672,714397000
2023-05-28,37.86064329293303,39.13965036548496,37.5209065628187,38.91582489013672,714397000
2023-05-29,37.86064329293303,39.13965036548496,37.5209065628187,38.91582489013672,714397000
2023-05-30,40.56354401320244,41.90550182363337,39.91804469232887,40.07991790771485,923401000
2023-05-31,39.45740538202882,40.26377936076244,37.792695760283166,37.8046875,1002580000
2023-06-01,38.45917954356359,40.01897100169826,38.31029671760196,39.73918914794922,635873000
2023-06-02,40.06593558901887,40.46862324900234,39.027739074551626,39.296531677246094,482731000
2023-06-03,40.06593558901887,40.46862324900234,39.027739074551626,39.296531677246094,482731000
2023-06-04,40.06593558901887,40.46862324900234,39.027739074551626,39.296531677246094,482731000
2023-06-05,38.87885366395156,39.534343625841366,38.6770105091887,39.14065170288086,396094000
2023-06-06,38.79992393989999,39.12966633833443,38.11844920121635,38.62405776977539,388729000
2023-06-07,38.88887231517685,39.4724798355732,37.33091714927566,37.44983673095703,511998000
2023-06-08,37.69867447040822,38.83790856539692,37.47982353092405,38.48414611816406,417772000
2023-06-09,39.01078798292431,39.68433522296949,38.541106149128304,38.74396896362305,427717000
2023-06-10,39.01078798292431,39.68433522296949,38.541106149128304,38.74396896362305,427717000
2023-06-11,39.01078798292431,39.68433522296949,38.541106149128304,38.74396896362305,427717000
2023-06-12,39.17368934062504,39.50346585909975,38.59207925276336,39.45549774169922,388701000
2023-06-13,40.15902373494629,41.07341040519784,39.71332399118058,40.99446105957031,613208000
2023-06-14,40.79659433055989,42.97113217286291,40.52477376465277,42.96813583374024,740465000
2023-06-15,42.57340611825495,43.2599452685124,42.1187096909307,42.62437057495117,568622000
2023-06-16,43.42082820287016,43.69164616054712,42.63235647777839,42.66333770751953,655709000
2023-06-17,43.42082820287016,43.69164616054712,42.63235647777839,42.66333770751953,655709000
2023-06-18,43.42082820287016,43.69164616054712,42.63235647777839,42.66333770751953,655709000
2023-06-19,43.42082820287016,43.69164616054712,42.63235647777839,42.66333770751953,655709000
2023-06-20,42.96913358966378,43.96046817143032,42.64534980172413,43.778587341308594,451153000
2023-06-21,43.47179700285762,43.58572270035069,42.05175330634248,43.0161018371582,551603000
2023-06-22,42.22463174963578,43.39684459011098,42.205647311041446,42.9961166381836,417737000
2023-06-23,42.43549394435148,42.78025974812376,41.98679405380195,42.1806640625,358140000
2023-06-24,42.43549394435148,42.78025974812376,41.98679405380195,42.1806640625,358140000
2023-06-25,42.43549394435148,42.78025974812376,41.98679405380195,42.1806640625,358140000
2023-06-26,42.432495695911925,42.73529370364879,40.07308050587644,40.6047248840332,594322000
2023-06-27,40.77160481695434,41.91183752016278,40.420842573844496,41.84788131713867,462175000
2023-06-28,40.63270349711572,41.816909341318976,40.490800534066345,41.08939743041992,582639000
2023-06-29,41.53009977760553,41.57207139901728,40.572742722962666,40.79459381103516,380514000
2023-06-30,41.65201747661018,42.521432314666136,41.47313679846607,42.27359771728516,501148000
2023-07-01,41.65201747661018,42.521432314666136,41.47313679846607,42.27359771728516,501148000
2023-07-02,41.65201747661018,42.521432314666136,41.47313679846607,42.27359771728516,501148000
2023-07-03,42.48845174872612,42.86919645813437,42.17366461675994,42.384521484375,198209000
2023-07-04,42.48845174872612,42.86919645813437,42.17366461675994,42.384521484375,198209000
2023-07-05,42.10671245240927,43.14801275888201,42.05674678060165,42.28859329223633,323618000
2023-07-06,41.81590495744602,42.15067910151885,41.318238249477055,42.0747299194336,303582000
2023-07-07,42.29358237445178,43.184985563987055,42.151679425221936,42.47446060180664,355881000
2023-07-08,42.29358237445178,43.184985563987055,42.151679425221936,42.47446060180664,355881000
2023-07-09,42.29358237445178,43.184985563987055,42.151679425221936,42.47446060180664,355881000
2023-07-10,42.62836091679516,42.78225684784847,41.62103447108327,42.15167999267578,353908000
2023-07-11,42.45248270513952,42.729297189868106,42.0387629598543,42.37653350830078,298244000
2023-07-12,43.00410823370412,43.90550305041173,42.748279595768494,43.87252426147461,481277000
2023-07-13,44.48811258488501,46.12401074310035,44.46212906513595,45.94613265991211,478204000
2023-07-14,46.55172710271844,48.055717801832095,45.02975074452843,45.4384765625,772075000
2023-07-15,46.55172710271844,48.055717801832095,45.02975074452843,45.4384765625,772075000
2023-07-16,46.55172710271844,48.055717801832095,45.02975074452843,45.4384765625,772075000
2023-07-17,46.25793176108524,46.4647897401266,45.231620668195575,46.429813385009766,510488000
2023-07-18,46.66964182092465,47.863839107459256,45.70329207931694,47.46210861206055,569164000
2023-07-19,47.432136125010175,47.78589856143542,46.71062071194178,47.04539489746094,427502000
2023-07-20,46.47578171175189,47.05539421116494,45.03175198645749,45.489444732666016,537865000
2023-07-21,45.75725431599109,45.83520487140858,44.07038798081477,44.27924728393555,963769000
2023-07-22,45.75725431599109,45.83520487140858,44.07038798081477,44.27924728393555,963769000
2023-07-23,45.75725431599109,45.83520487140858,44.07038798081477,44.27924728393555,963769000
2023-07-24,44.70096609238762,45.07871446418964,44.01043195894875,44.58204650878906,382516000
2023-07-25,44.91082723933574,46.15199009290992,44.89283776969056,45.64833068847656,348081000
2023-07-26,45.990100289718285,46.02208029849725,44.60003539984157,45.42148208618164,364237000
2023-07-27,46.487774181270936,47.36318559950191,45.71928938176142,45.86919021606445,455976000
2023-07-28,46.63666318467305,46.9954232864367,46.34985714646045,46.71860885620117,331194000
2023-07-29,46.63666318467305,46.9954232864367,46.34985714646045,46.71860885620117,331194000
2023-07-30,46.63666318467305,46.9954232864367,46.34985714646045,46.71860885620117,331194000
2023-07-31,46.72262039552371,47.09836747589052,46.47478575488894,46.697635650634766,251055000
2023-08-01,46.42881115307115,46.86851822714573,45.996103161636334,46.47578048706055,237858000
