,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-09-12 00:00:00-04:00,14.351757175213587,14.529543066590087,14.180961900602579,14.487593650817871,484159000.0,0.0,0.0
2022-09-13 00:00:00-04:00,13.78543726600946,13.90529314840451,13.083280816767804,13.115242004394531,714956000.0,0.0,0.0
2022-09-14 00:00:00-04:00,13.238095726138331,13.274052779821835,12.897505301404209,13.112247467041016,588507000.0,0.0,0.0
2022-09-15 00:00:00-04:00,12.999380851810937,13.217118685798233,12.77465049657677,12.913483619689941,523625000.0,0.0,0.0
2022-09-16 00:00:00-04:00,12.726709159579556,13.196145423815514,12.601859160237113,13.182162284851074,670751000.0,0.0,0.0
2022-09-17 00:00:00-04:00,12.726709159579556,13.196145423815514,12.601859160237113,13.182162284851074,670751000.0,0.0,0.0
2022-09-18 00:00:00-04:00,12.726709159579556,13.196145423815514,12.601859160237113,13.182162284851074,670751000.0,0.0,0.0
2022-09-19 00:00:00-04:00,12.996387031012944,13.446846091073702,12.994389575590436,13.36594295501709,569685000.0,0.0,0.0
2022-09-20 00:00:00-04:00,13.199141429675532,13.466819464487607,13.0413310459368,13.160187721252441,524818000.0,0.0,0.0
2022-09-21 00:00:00-04:00,13.197144886473634,14.014163138166957,13.09426784489799,13.245086669921875,807679000.0,0.0,0.0
2022-09-22 00:00:00-04:00,13.054315095432624,13.133220764262274,12.413086279296454,12.545926094055176,759162000.0,0.0,0.0
2022-09-23 00:00:00-04:00,12.405095860810974,12.595866642258116,12.242291356954421,12.500980377197266,663309000.0,0.0,0.0
2022-09-24 00:00:00-04:00,12.405095860810974,12.595866642258116,12.242291356954421,12.500980377197266,663309000.0,0.0,0.0
2022-09-25 00:00:00-04:00,12.405095860810974,12.595866642258116,12.242291356954421,12.500980377197266,663309000.0,0.0,0.0
2022-09-26 00:00:00-04:00,12.476010375556603,12.643808988477637,12.19934236212235,12.213325500488281,547343000.0,0.0,0.0
2022-09-27 00:00:00-04:00,12.491993653510724,12.72071898311097,12.243292815893593,12.398106575012207,553854000.0,0.0,0.0
2022-09-28 00:00:00-04:00,12.39510747291623,12.807611967130406,12.339174918454615,12.72071647644043,542414000.0,0.0,0.0
2022-09-29 00:00:00-04:00,12.43306169251464,12.484999335471635,11.931664263986637,12.20533561706543,532763000.0,0.0,0.0
2022-09-30 00:00:00-04:00,12.072494920524539,12.617840174725137,12.06050923727058,12.124432563781738,565638000.0,0.0,0.0
2022-10-01 00:00:00-04:00,12.072494920524539,12.617840174725137,12.06050923727058,12.124432563781738,565638000.0,0.0,0.0
